"","id","lat","long"
"309",114010991,38.5277411,-90.8491972
"310",114010992,38.5279579,-90.8486454
"311",114010993,38.5281055,-90.8490273
"312",114010994,38.5279129,-90.8487464
"313",114010995,38.5304431,-90.7561526
"314",114010996,38.5304851,-90.7559075
"315",114010997,38.5282487,-90.8485758
"316",114010998,38.5306163,-90.7557683
"317",114010999,38.5306334,-90.7558802
"318",114011000,38.5306393,-90.7557872
"319",114011001,38.530148,-90.7561456
"320",114011002,38.5285164,-90.8511754
"321",114011003,38.5291528,-90.8509421
"322",114011004,38.530469,-90.8493606
"323",114011005,38.5306028,-90.8493053
"324",114011006,38.530897,-90.8496232
"325",114011007,38.5302081,-90.8498422
"326",114011008,38.5285622,-90.8515212
"327",114011009,38.5302245,-90.8499408
"328",114011010,38.5302008,-90.8497452
"329",114011011,38.5306474,-90.8492996
"330",114011012,38.5306912,-90.849385
"331",114011013,38.5304957,-90.850145
"332",114011014,38.5287439,-90.8511922
"333",114011015,38.5313695,-90.7550157
"334",114011016,38.5305259,-90.8499389
"335",114011017,38.5303002,-90.8494263
"336",114011018,38.5290338,-90.8515494
"337",114011019,38.5288208,-90.8511305
"338",114011020,38.5286724,-90.8512371
"339",114011021,38.5563707,-90.7566191
"340",114011022,38.5295637,-90.8510112
"341",114011023,38.5289162,-90.8486017
"342",114011024,38.5773114,-90.7489322
"343",114011025,38.5772273,-90.7493869
"344",114011026,38.5284596,-90.8490517
"345",114011027,38.5287266,-90.8484094
"346",114011028,38.5768937,-90.748912
"347",114011029,38.577133,-90.7486495
"348",114011030,38.5775458,-90.7492892
"349",114011031,38.5286442,-90.8482224
"350",114011032,38.5288751,-90.848925
"351",114011033,38.5288308,-90.8489828
"352",114011034,38.5777063,-90.7491552
"353",114011035,38.5288819,-90.8486623
"354",114011036,38.5299355,-90.8491586
"355",114011037,38.5281541,-90.8510094
"356",114011038,38.5303348,-90.8898948
"357",114011039,38.5283734,-90.8512022
"358",114011040,38.5282342,-90.8508921
"359",114011041,38.5311204,-90.7564681
"360",114011042,38.5305699,-90.8898618
"361",114011043,38.531477,-90.756707
"362",114011044,38.5304888,-90.8897614
"363",114011045,38.5309016,-90.7571689
"364",114011046,38.5283745,-90.8494087
"365",114011047,38.5289304,-90.8497984
"366",114011048,38.5308527,-90.7573997
"367",114011049,38.5307928,-90.7565392
"368",114011050,38.5292547,-90.8501523
"369",114011051,38.5287983,-90.8496672
"370",114011052,38.5283669,-90.8497441
"371",114011053,38.5298244,-90.8485366
"372",114011054,38.5323864,-90.7551188
"373",114011055,38.5247961,-90.8603691
"374",114011056,38.5311276,-90.8497245
"375",114011057,38.5311089,-90.850071
"376",114011058,38.5284057,-90.8900536
"377",114011059,38.5314643,-90.8492835
"378",114011060,38.5251838,-90.8608603
"379",114011061,38.5796362,-90.755097
"380",114011062,38.5311703,-90.8501681
"381",114011063,38.579248,-90.7541597
"382",114011064,38.525069,-90.860948
"383",114011065,38.5793976,-90.7543418
"384",114011066,38.5795969,-90.7545283
"385",114011067,38.5323401,-90.7561127
"386",114011068,38.5468397,-90.7346268
"387",114011069,38.5246646,-90.8596672
"388",114011070,38.5243531,-90.8593679
"389",114011071,38.5246083,-90.8589755
"390",114011072,38.547005,-90.7341223
"391",114011073,38.5241194,-90.8604442
"392",114011074,38.5464843,-90.7340526
"393",114011075,38.548338,-90.7339221
"394",114011076,38.5481875,-90.7348187
"395",114011077,38.5475912,-90.7343148
"396",114011078,38.547342,-90.7353959
"397",114011079,38.5479234,-90.7340484
"398",114011080,38.5479698,-90.7345789
"399",114011081,38.547618,-90.7342819
"400",114011082,38.5232085,-90.8623116
"401",114011083,38.5215243,-90.8642798
"402",114011084,38.5791664,-90.7534556
"403",114011085,38.5317512,-90.7556219
"404",114011086,38.577244,-90.7476232
"405",114011087,38.5774351,-90.7475292
"406",114011088,38.5770764,-90.7477353
"407",114011089,38.5456881,-90.7342101
"408",114011090,38.555397,-90.7938863
"409",114011091,38.5792284,-90.753284
"410",114011092,38.5794445,-90.7535825
"411",114011093,38.5245228,-90.85835
"412",114011094,38.5553581,-90.7936554
"413",114011095,38.5243127,-90.8588273
"414",114011096,38.5234632,-90.8622541
"415",114011097,38.5237614,-90.8633167
"416",114011098,38.5781106,-90.7499622
"417",114011099,38.5783422,-90.7500413
"418",114011100,38.524122,-90.8635098
"419",114011101,38.5282705,-90.8525574
"420",114011102,38.528247,-90.8525123
"421",114011103,38.5299731,-90.8495152
"422",114011104,38.5230315,-90.8646688
"423",114011105,38.523393,-90.8638875
"424",114011106,38.5298554,-90.8497076
"425",114011107,38.5232349,-90.862726
"426",114011108,38.5232133,-90.8634987
"427",114011109,38.5533739,-90.7541485
"428",114011110,38.5202439,-90.867262
"429",114011111,38.5224196,-90.864779
"430",114011112,38.5223444,-90.8652376
"431",114011113,38.5227947,-90.8664798
"432",114011114,38.5212074,-90.868378
"433",114011115,38.5221829,-90.8681203
"434",114011116,38.5228534,-90.8659524
"435",114011117,38.5287344,-90.8520625
"436",114011118,38.5216603,-90.8657529
"437",114011119,38.5218484,-90.8673193
"438",114011120,38.5218942,-90.8671534
"439",114011121,38.522923,-90.8655245
"440",114011122,38.5589312,-90.7642083
"441",114011123,38.5536356,-90.7555994
"442",114011124,38.554654,-90.7545387
"443",114011125,38.5307145,-90.8505731
"444",114011126,38.5540971,-90.7554036
"445",114011127,38.5244043,-90.8660667
"446",114011128,38.5437149,-90.7767747
"447",114011129,38.5769386,-90.7626593
"448",114011130,38.5304492,-90.8524072
"449",114011131,38.5544098,-90.7533183
"450",114011132,38.5521043,-90.7354707
"451",114011133,38.5301125,-90.8480496
"452",114011134,38.5569488,-90.7617972
"453",114011135,38.5790281,-90.7719222
"454",114011136,38.5554261,-90.7532894
"455",114011137,38.5574177,-90.7575833
"456",114011138,38.557636,-90.7613114
"457",114011139,38.5553557,-90.7548956
"458",114011140,38.5275755,-90.85326
"459",114011141,38.5547691,-90.753975
"460",114011142,38.5560639,-90.7571052
"461",114011143,38.5341585,-90.8485564
"462",114011144,38.5503545,-90.8145787
"463",114011145,38.5779827,-90.7720965
"464",114011146,38.5337364,-90.8498501
"465",114011147,38.524002,-90.8650991
"466",114011148,38.5504543,-90.8157162
"467",114011149,38.551425,-90.8131806
"468",114011150,38.5556249,-90.7567639
"469",114011151,38.5515086,-90.737415
"470",114011152,38.5569518,-90.7601086
"471",114011153,38.5782637,-90.7565267
"472",114011154,38.5506117,-90.7373394
"473",114011155,38.5583376,-90.7637859
"474",114011156,38.5525584,-90.809633
"475",114011157,38.5522468,-90.8143844
"476",114011158,38.5523284,-90.736989
"477",114011159,38.5826076,-90.7643983
"478",114011160,38.5255982,-90.8618483
"479",114011161,38.5493358,-90.815911
"480",114011162,38.5503586,-90.8137962
"481",114011163,38.5514527,-90.8147291
"482",114011164,38.5499104,-90.7358606
"483",114011165,38.5487973,-90.8155177
"484",114011166,38.5475691,-90.8155074
"485",114011167,38.5296777,-90.8697919
"486",114011168,38.525076,-90.8905906
"487",114011169,38.5257641,-90.8803089
"488",114011170,38.5169522,-90.8865407
"489",114011171,38.5202314,-90.8736083
"490",114011172,38.5396682,-90.7814327
"491",114011173,38.536031,-90.8298927
"492",114011174,38.5506148,-90.7352884
"493",114011175,38.517649,-90.7669004
"494",114011176,38.5820132,-90.7659544
"495",114011177,38.5260966,-90.8548353
"496",114011178,38.5199054,-90.7607863
"497",114011179,38.5326748,-90.853811
"498",114011180,38.5303386,-90.8552621
"499",114011181,38.5897195,-90.7554501
"500",114011182,38.5967983,-90.7524958
"501",114011183,38.5980251,-90.7520906
"502",114011184,38.5269966,-90.8541748
"503",114011185,38.5912152,-90.7540131
"504",114011186,38.5962789,-90.7505252
"505",114011187,38.5965623,-90.7505168
"506",114011188,38.5964135,-90.7534711
"507",114011189,38.5918026,-90.7540066
"508",114011190,38.5965283,-90.752521
"509",114011191,38.5949393,-90.7537317
"510",114011192,38.5294434,-90.8533705
"511",114011193,38.5864169,-90.7551559
"512",114011194,38.588276,-90.7556477
"513",114011195,38.5898971,-90.7532764
"514",114011196,38.5894679,-90.7548953
"515",114011197,38.5540478,-90.7395313
"516",114011198,38.5195921,-90.8708126
"517",114011199,38.5195834,-90.8729639
"518",114011200,38.5928693,-90.7539879
"519",114011201,38.5411473,-90.7811831
"520",114011202,38.5823212,-90.7661357
"521",114011203,38.5942947,-90.7538401
"522",114011204,38.5265325,-90.7572858
"523",114011205,38.5812493,-90.7696225
"524",114011206,38.5281998,-90.857916
"525",114011207,38.5379806,-90.7790874
"526",114011208,38.5337685,-90.850283
"527",114011209,38.5955149,-90.7520366
"528",114011210,38.540295,-90.7767016
"529",114011211,38.5807708,-90.7540172
"530",114011212,38.5439394,-90.7529448
"531",114011213,38.5794718,-90.7645532
"532",114011214,38.5347602,-90.7493563
"533",114011215,38.5505997,-90.8126495
"534",114011216,38.5200056,-90.8809613
"535",114011217,38.5531648,-90.7383478
"536",114011218,38.5780245,-90.7728288
"537",114011219,38.5896637,-90.7537208
"538",114011220,38.5167037,-90.8890245
"539",114011221,38.5175564,-90.8868498
"540",114011222,38.5183426,-90.8821043
"541",114011223,38.5193085,-90.887486
"542",114011224,38.5201751,-90.8706375
"543",114011225,38.5189674,-90.8834477
"544",114011226,38.5199022,-90.8800306
"545",114011227,38.518652,-90.8738414
"546",114011228,38.5196943,-90.8811442
"547",114011229,38.5198815,-90.8863432
"548",114011230,38.5192088,-90.8876625
"549",114011231,38.5186329,-90.8885171
"550",114011232,38.5187591,-90.8731141
"551",114011233,38.517842,-90.8875801
"552",114011234,38.5188844,-90.8894703
"553",114011235,38.5180376,-90.8888827
"554",114011236,38.5183386,-90.8905532
"555",114011237,38.5176993,-90.885716
"556",114011238,38.5257454,-90.8846508
"557",114011239,38.5167855,-90.8857404
"558",114011240,38.5251998,-90.8749393
"559",114011241,38.5173045,-90.887941
"560",114011242,38.5250439,-90.8751393
"561",114011243,38.5253608,-90.8841641
"562",114011244,38.5288328,-90.8798369
"563",114011245,38.5160712,-90.8874087
"564",114011246,38.5295448,-90.884556
"565",114011247,38.5304267,-90.8842271
"566",114011248,38.5301386,-90.8877348
"567",114011249,38.529451,-90.8860645
"568",114011250,38.5297192,-90.8808706
"569",114011251,38.529966,-90.8831066
"570",114011252,38.5300577,-90.8819142
"571",114011253,38.5308439,-90.8887532
"572",114011254,38.5307579,-90.8867446
"573",114011255,38.5304143,-90.8857454
"574",114011256,38.5264081,-90.8849514
"575",114011257,38.5266687,-90.8858053
"576",114011258,38.5273896,-90.876819
"577",114011259,38.5288787,-90.8849726
"578",114011260,38.5273655,-90.877345
"579",114011261,38.5278276,-90.8789313
"580",114011262,38.5276461,-90.8786943
"581",114011263,38.5266439,-90.8758954
"582",114011264,38.5262374,-90.881525
"583",114011265,38.5262825,-90.8832993
"584",114011266,38.5266777,-90.8826492
"585",114011267,38.526534,-90.8772536
"586",114011268,38.5260365,-90.8784887
"587",114011269,38.5264733,-90.8781923
"588",114011270,38.5259074,-90.8769885
"589",114011271,38.5253115,-90.8777738
"590",114011272,38.525732,-90.8791954
"591",114011273,38.5258958,-90.8808248
"592",114011274,38.5255813,-90.8827915
"593",114011275,38.5390294,-90.8532299
"594",114011276,38.5214613,-90.8903625
"595",114011277,38.5389732,-90.7516737
"596",114011278,38.5252801,-90.8860953
"597",114011279,38.5248484,-90.8829231
"598",114011280,38.5178996,-90.7724846
"599",114011281,38.5183756,-90.7655778
"600",114011282,38.5167348,-90.7679507
"601",114011283,38.525976,-90.8860048
"602",114011284,38.5249785,-90.8636546
"603",114011285,38.5190263,-90.7713276
"604",114011286,38.5252068,-90.8875537
"605",114011287,38.5242512,-90.8707
"606",114011288,38.524962,-90.8760816
"607",114011289,38.5248463,-90.8775794
"608",114011290,38.5252693,-90.8838778
"609",114011291,38.5245062,-90.8770518
"610",114011292,38.525173,-90.8851191
"611",114011293,38.5249463,-90.8810822
"612",114011294,38.523499,-90.8736853
"613",114011295,38.5243313,-90.8841404
"614",114011296,38.5243662,-90.887875
"615",114011297,38.5183778,-90.767312
"616",114011298,38.524148,-90.8851148
"617",114011299,38.5239765,-90.8830108
"618",114011300,38.52444,-90.8857044
"619",114011301,38.5244742,-90.8868781
"620",114011302,38.5315999,-90.7579966
"621",114011303,38.5223493,-90.8851903
"622",114011304,38.5231153,-90.8889337
"623",114011305,38.5236233,-90.8866523
"624",114011306,38.5238788,-90.8753095
"625",114011307,38.5235786,-90.8723676
"626",114011308,38.5230998,-90.8871841
"627",114011309,38.5235658,-90.8698962
"628",114011310,38.523588,-90.8710329
"629",114011311,38.5224952,-90.8865895
"630",114011312,38.522334,-90.8697156
"631",114011313,38.5233024,-90.8854296
"632",114011314,38.5231796,-90.8836701
"633",114011315,38.522898,-90.8729595
"634",114011316,38.522598,-90.8829151
"635",114011317,38.5222109,-90.868769
"636",114011318,38.5227686,-90.8874636
"637",114011319,38.5842053,-90.7551018
"638",114011320,38.5211075,-90.8726221
"639",114011321,38.5218606,-90.8737291
"640",114011322,38.5220042,-90.8841881
"641",114011323,38.522502,-90.8885514
"642",114011324,38.5224612,-90.8828798
"643",114011325,38.5223482,-90.8775978
"644",114011326,38.5211008,-90.879539
"645",114011327,38.5210811,-90.8879632
"646",114011328,38.521985,-90.8792009
"647",114011329,38.5212938,-90.8881815
"648",114011330,38.520811,-90.8826454
"649",114011331,38.5213587,-90.8857815
"650",114011332,38.521432,-90.88566
"651",114011333,38.5883419,-90.7540521
"652",114011334,38.5263172,-90.8604123
"653",114011335,38.5216502,-90.883955
"654",114011336,38.5208172,-90.8713327
"655",114011337,38.5304646,-90.8541563
"656",114011338,38.5211899,-90.8739723
"657",114011339,38.5208116,-90.8705142
"658",114011340,38.5780905,-90.7527643
"659",114011341,38.5301977,-90.7577734
"660",114011342,38.5268139,-90.8577911
"661",114011343,38.5184214,-90.8793529
"662",114011344,38.5203803,-90.8784191
"663",114011345,38.5216189,-90.8721049
"664",114011346,38.5224096,-90.8712112
"665",114011347,38.5184531,-90.8811566
"666",114011348,38.5562926,-90.7986689
"667",114011349,38.5197462,-90.7687725
"668",114011350,38.5498895,-90.8125118
"669",114011351,38.5310439,-90.8481227
"670",114011352,38.5189533,-90.768396
"671",114011353,38.5205501,-90.7710834
"672",114011354,38.5325563,-90.848698
"673",114011355,38.5874404,-90.7537804
"674",114011356,38.5187287,-90.7618107
"675",114011357,38.5193879,-90.8760798
"676",114011358,38.5192434,-90.8777787
"677",114011359,38.5910323,-90.7528748
"678",114011360,38.5533109,-90.8086521
"679",114011361,38.5196362,-90.8897912
"680",114011362,38.5378641,-90.7809549
"681",114011363,38.5203896,-90.8836969
"682",114011364,38.5223357,-90.8723249
"683",114011365,38.5277646,-90.8848284
"684",114011366,38.5160333,-90.8851792
"685",114011367,38.5176856,-90.7716059
"686",114011368,38.5279822,-90.8806357
"687",114011369,38.5285411,-90.885512
"688",114011370,38.5424349,-90.7733561
"689",114011371,38.5439469,-90.781017
"690",114011372,38.5290436,-90.8812211
"691",114011373,38.5321165,-90.7568203
"692",114011374,38.5290938,-90.8875145
"693",114011375,38.5241747,-90.8717243
"694",114011376,38.5243093,-90.8795752
"695",114011377,38.5266596,-90.8805192
"696",114011378,38.5274254,-90.8864423
"697",114011379,38.5194183,-90.7740426
"698",114011380,38.5173399,-90.7698001
"699",114011381,38.5250483,-90.8731883
"700",114011382,38.5176615,-90.7704476
"701",114011383,38.5182426,-90.7708971
"702",114011384,38.5178537,-90.7677485
"703",114011385,38.5194453,-90.769916
"704",114011386,38.519012,-90.772324
"705",114011387,38.5197044,-90.7705605
