sp_id	latitude	longitude
507917822	38.5818029	-90.2929348
507970422	38.5038929	-90.6269247
507960729	38.4784469	-90.5206317
507946960	38.3867629	-90.4152448
507953022	38.4982429	-90.4630947
507958990	38.6135129	-90.5045847
507970295	38.6632429	-90.6251647
507972996	38.4817929	-90.7781807
507971372	38.4357429	-90.6454747
507721988	37.9515050	-90.5493338
507950321	38.6168429	-90.4399347
507940888	38.4233829	-90.3918348
508175894	38.8046529	-90.6624047
507938931	38.4416029	-90.3839848
507942972	38.4381329	-90.3982248
507911377	38.5755429	-90.2488848
507967336	38.6259929	-90.5763047
505785634	38.5860929	-89.9256149
508187905	38.7153429	-90.4426747
507916209	38.6509729	-90.2772048
507723666	38.1059830	-90.4665248
507923584	38.6188129	-90.3188848
507959423	38.5285229	-90.5083947
507916279	38.5756729	-90.2779648
507940148	38.2196329	-90.3871548
507936417	38.4857229	-90.3683448
507956645	38.5985769	-90.4898527
507953145	38.4582229	-90.4570148
507945542	38.6582829	-90.4059948
507905647	38.6431269	-90.2037888
507952727	38.5409869	-90.4579927
507939993	38.6736439	-90.3872318
507951179	38.5540129	-90.4454647
507958161	38.6514929	-90.5034147
507954000	38.4993829	-90.4709647
507948686	38.1873080	-90.4373868
507945268	38.5792629	-90.4066748
507931035	38.6362137	-90.3456550
508184515	38.7771728	-90.4890287
507942250	38.5744729	-90.3930748
507943649	38.2094569	-90.4030708
507936407	38.5111029	-90.3701548
507971736	38.3339829	-90.6683407
507946304	38.5570529	-90.4110048
507952142	38.5211229	-90.4496647
507912841	38.6381819	-90.2631768
507912892	38.6346129	-90.2631618
507918639	38.6087629	-90.2888248
507932671	38.5656179	-90.3539808
507944522	38.5168529	-90.4019248
507948602	38.6820429	-90.4303247
508175727	38.7001429	-90.6785327
508168435	38.7896329	-90.8978746
508199976	38.8235928	-90.2816948
505792740	38.6873828	-90.0272749
508180263	38.8020028	-90.5849747
507958031	38.3486029	-90.5010148
507919493	38.6218829	-90.3002248
507961716	38.4609739	-90.5360147
507922621	38.6112429	-90.3119148
507924715	38.5068489	-90.3273548
507964579	38.3343229	-90.5530847
507925256	38.4985929	-90.3248548
507918986	38.6556729	-90.2986548
508167158	38.7361229	-90.9240946
507909265	38.6349629	-90.2374448
507956196	38.4750529	-90.4811047
507957201	38.5323229	-90.4963247
507936851	38.5091209	-90.3760208
507945161	38.5670329	-90.4079248
507951749	38.5154879	-90.4510928
507951108	38.5528229	-90.4451447
507917442	38.5291729	-90.2853648
507907288	38.6360729	-90.2218348
507925994	38.5278335	-90.3314047
508184611	38.7736568	-90.4987287
508188797	38.7028838	-90.4334541
507963810	38.4362469	-90.5548477
507950244	38.5795829	-90.4405047
507969642	38.6660699	-90.6243387
507940168	38.2241729	-90.3852748
507917399	38.5025229	-90.2859148
507958289	38.5317929	-90.4960647
508199493	38.7791308	-90.2764948
507959936	38.6459939	-90.5129307
507942519	38.4734729	-90.3951248
505807621	38.7732518	-89.9860669
507973971	38.4864689	-90.7923757
507920887	38.5982329	-90.3093248
507923598	38.6148129	-90.3166648
507941005	38.2200629	-90.3919348
508188125	38.7171129	-90.4450147
507913571	38.5819129	-90.2594748
507964143	38.4401029	-90.5585747
507916357	38.5743229	-90.2791448
507918561	38.5975429	-90.2898848
507959694	38.3334489	-90.5160207
508172089	38.8330129	-90.7358346
507955833	38.5675829	-90.4798327
507974485	38.6753429	-90.8135346
508193787	38.7724028	-90.3557448
507922609	38.6091329	-90.3116248
507907649	38.6705529	-90.2154748
508198860	38.7734928	-90.2936748
507974503	38.6313229	-90.8058546
507954875	38.6389279	-90.4742417
507923207	38.5258529	-90.3157948
507945527	38.6459529	-90.4058448
507915143	38.6630729	-90.2754148
507940569	38.6680429	-90.3831748
508199526	38.8161438	-90.2799698
507909989	38.6417129	-90.2421948
508185254	38.7931628	-90.4889447
507945182	38.5754829	-90.4082148
507927334	38.6483429	-90.3357948
507920549	38.6007429	-90.3040048
507911151	38.6153429	-90.2489148
507966131	38.4395929	-90.5694047
508196495	38.7631028	-90.3219848
507926950	38.5592699	-90.3347368
507937911	38.4430229	-90.3772748
507960563	38.4744329	-90.5138047
507937323	38.5390429	-90.3735048
507958769	38.6512439	-90.5069417
507967784	38.3643769	-90.5895757
507920442	38.6573429	-90.3011148
508174296	38.8114929	-90.7009947
507962811	38.4812689	-90.5420597
507961495	38.1456530	-90.5227548
507945045	38.3622129	-90.4085748
507943523	38.5039829	-90.4010048
507724456	38.0063980	-90.4234318
507966747	38.1469310	-90.5795407
508189136	38.7213929	-90.4345247
507922790	38.6133389	-90.3173348
507935912	38.4456229	-90.3724348
507932352	38.4839329	-90.3465648
508186988	38.7543428	-90.4517447
507949790	38.2866399	-90.4432598
507957760	38.4947029	-90.4975407
507935050	38.5857929	-90.3615948
505795271	38.6306729	-90.1345548
507908055	38.5908599	-90.2260278
507952913	38.4374429	-90.4612350
