sp_id	stco	latitude	longitude
450060178	29189	38.5150379	-90.4183991
450069716	29099	38.3689360	-90.3910394
450129605	29099	38.234187	-90.569245
450120038	29099	38.1406	-90.574384
450078738	29510	38.613504	-90.24298
450123947	29099	38.44942	-90.367944
450139096	29099	38.24694	-90.47964
450132365	29099	38.156046	-90.339287
450106511	29099	38.36799	-90.47879
450118590	29099	38.134087	-90.563917
450133505	29099	38.247765	-90.561646
450072150	17133	38.3349089	-90.1519701
450055807	29071	38.5803300	-90.7513900
450129596	29099	38.238004	-90.562254
450129261	29099	38.461455	-90.534294
450123058	29099	38.222467	-90.413519
450126427	29099	38.21618	-90.661689
450060535	29189	38.5883190	-90.6708945
450074880	29189	38.6369004	-90.4401824
450151154	29099	38.39566	-90.408208
450115476	29099	38.396986	-90.489362
450149465	29099	38.158655	-90.366151
450139123	29099	38.328327	-90.69242
450144859	29099	38.4807	-90.512023
450053632	29071	38.4774808	-90.8487977
450123937	29099	38.449511	-90.367793
450074317	29189	38.5659169	-90.5021997
450082662	29510	38.585917	-90.220688
450079105	29510	38.61768	-90.208365
450126421	29099	38.21618	-90.661689
450123060	29099	38.223999	-90.414038
450130373	29099	38.417614	-90.563915
450151982	29099	38.458541	-90.418576
450129588	29099	38.235738	-90.558902
450129601	29099	38.235456	-90.558737
450117336	29099	38.226087	-90.377742
450073333	29189	38.6362888	-90.4522064
450123057	29099	38.222387	-90.413425
450056631	34035	0.0000000	0.0000000
450110405	29099	38.4931	-90.503
450125293	29099	38.484048	-90.448311
450143268	29099	38.482846	-90.488416
450130374	29099	38.40237	-90.557432
450128888	29099	38.26762	-90.380279
450073454	29189	38.6320800	-90.4741858
450129602	29099	38.239079	-90.561617
450078160	29510	38.548882	-90.261151
450141017	29099	38.455155	-90.442096
450118592	29099	38.134295	-90.566643
450055046	29189	38.5302768	-90.4905984
450151733	29099	38.415421	-90.408187
450064280	29099	38.4066579	-90.5887532
450123918	29099	38.449557	-90.367717
450106512	29099	38.35444	-90.44335
450082664	29510	38.626278	-90.240757
450145559	29099	38.420064	-90.560467
450057726	29189	38.5843942	-90.5575856
450067656	29186	38.0066852	-90.2245511
450058784	29189	38.6023920	-90.5092338
450107062	29099	38.123604	-90.473875
450117751	29099	38.15686	-90.340571
450143862	29099	38.227058	-90.561404
450073685	29189	38.5405290	-90.3951984
450113150	29099	38.402636	-90.589827
450081244	29510	38.606942	-90.302479
450137610	29099	38.43141	-90.41911
450071523	29099	38.1357466	-90.5585809
450066968	23015	0.0000000	0.0000000
450123059	29099	38.217176	-90.416711
450145530	29099	38.371824	-90.624687
450152880	29099	38.4069	-90.379407
450074518	29189	38.5770865	-90.3880038
450117338	29099	38.230563	-90.378319
450148689	29099	38.283715	-90.397007
450129604	29099	38.238008	-90.561814
450126411	29099	38.21618	-90.661689
450131915	29099	38.335842	-90.409182
450084011	29510	38.608233	-90.200217
450059563	29189	38.5662856	-90.4198038
