sp_id	stco	latitude	longitude
450069835	29189	38.6245077	-90.4088141
450110617	29189	38.592174	-90.360333
450110466	29189	38.712778	-90.405846
450128513	29189	38.777438	-90.236879
450153309	29189	38.736729	-90.457422
450127516	29189	38.800337	-90.293244
450144920	29189	38.838378	-90.287852
450152158	29189	38.703679	-90.349291
450113450	29189	38.74248	-90.307817
450144513	29189	38.707436	-90.307659
450055807	29071	38.5803300	-90.7513900
450129718	29189	38.632074	-90.441916
450109347	29189	38.822243	-90.217356
450132474	29189	38.7282	-90.2581
450108417	29189	38.714964	-90.327289
450120886	29189	38.572168	-90.347233
450074317	29189	38.5659169	-90.5021997
450050476	29189	38.7483892	-90.2990951
450076097	29183	38.7418782	-90.5844157
450140465	29189	38.710378	-90.455512
450115998	29189	38.792361	-90.330687
450151898	29189	38.571849	-90.600309
450139806	29189	38.718221	-90.359183
450132058	29189	38.81086	-90.254864
450138385	29189	38.611865	-90.326148
450140423	29189	38.619335	-90.35567
450123743	29189	38.828151	-90.216797
450118362	29189	38.657283	-90.308553
450112509	29189	38.5829	-90.4934
450123002	29189	38.753844	-90.314168
450128809	29189	38.610367	-90.52032
450086034	29510	38.671853	-90.251656
450152740	29189	38.780816	-90.305783
450110634	29189	38.668167	-90.346851
450146420	29189	38.668397	-90.388887
450107458	29189	38.600536	-90.641155
450135763	29189	38.552055	-90.637846
450072760	29189	38.6499046	-90.5084230
450136270	29189	38.756754	-90.269073
450074518	29189	38.5770865	-90.3880038
450133761	29189	38.512147	-90.492799
450146180	29189	38.478054	-90.320425
450061156	29189	38.5842779	-90.3761725
450107315	29189	38.6043	-90.3443
450108248	29189	38.494425	-90.285558
450110623	29189	38.59167	-90.36188
450123015	29189	38.683068	-90.486417
450052395	29189	38.5988511	-90.4927912
450061080	17119	38.8913006	-90.1824907
450052081	29189	38.7504848	-90.2569006
450127730	29189	38.524305	-90.281646
450075171	29189	38.6405067	-90.4963991
450073550	29189	38.6447563	-90.3051161
450133922	29189	38.510685	-90.378688
450059563	29189	38.5662856	-90.4198038
450149700	29189	38.441318	-90.321292
450126194	29189	38.5614	-90.339
450107872	29189	38.834879	-90.296289
450141196	29189	38.668724	-90.296645
450051606	17163	38.6301285	-90.1495935
450125340	29189	38.569576	-90.42532
450074880	29189	38.6369004	-90.4401824
450149787	29189	38.579749	-90.652894
450121378	29189	38.831177	-90.3132
450150789	29189	38.745347	-90.236676
450140362	29189	38.805422	-90.343986
450141188	29189	38.556234	-90.336067
450152602	29189	38.516812	-90.366692
450060595	29189	38.6672975	-90.3657815
450132472	29189	38.727	-90.2554
450067040	29189	38.6058918	-90.3562038
450056631	34035	0.0000000	0.0000000
450053944	29189	38.5787763	-90.3346561
450133506	29189	38.644919	-90.343345
450068328	29510	38.5687228	-90.2504255
450140315	29189	38.789401	-90.301554
450122698	29189	38.566888	-90.617942
450134953	29189	38.597181	-90.63594
450132081	29189	38.814806	-90.31938
450133474	29189	38.788625	-90.270755
450142090	29189	38.747774	-90.264283
450110899	29189	38.830472	-90.320206
450129936	29189	38.723468	-90.345596
450053657	29510	38.6520989	-90.2836914
450061484	29183	38.7177135	-90.6757778
450131442	29189	38.69329	-90.384101
450133924	29189	38.726967	-90.270871
450073852	29510	38.6093182	-90.2565948
450127732	29189	38.524327	-90.281433
450138127	29189	38.707368	-90.307124
450082663	29510	38.665894	-90.259627
450152554	29189	38.7283	-90.387583
450106815	29189	38.783591	-90.379583
450055046	29189	38.5302768	-90.4905984
450122216	29189	38.504667	-90.637616
450057879	29510	38.6605256	-90.1995868
450081543	29510	38.640305	-90.23072
450056363	29189	38.7422695	-90.4438681
450131805	29189	38.664323	-90.330377
450114975	29189	38.57605	-90.369835
450065956	29510	38.7177135	-90.2335812
450110425	29189	38.620266	-90.354156
450116025	29189	38.789041	-90.288369
450079077	29510	38.630712	-90.201549
450049209	29189	38.5763380	-90.3596173
450141015	29189	38.644775	-90.339631
450132272	29189	38.710046	-90.29369
450064164	29189	38.5599347	-90.3593851
450125176	29189	38.496311	-90.631335
450081244	29510	38.606942	-90.302479
450136478	29189	38.822572	-90.217452
450146182	29189	38.460001	-90.306138
450125865	29189	38.639181	-90.328042
450122226	29189	38.526212	-90.632492
450066968	23015	0.0000000	0.0000000
450134906	29189	38.640009	-90.397691
450053014	29189	38.6446027	-90.3622366
450075432	29189	38.6536907	-90.4816862
450129289	29189	38.755208	-90.196718
450117070	29189	38.6069	-90.5921
450051800	29510	38.6326748	-90.2604403
450122432	29189	38.63216	-90.441858
450137656	29189	38.545791	-90.379883
450123560	29189	38.524593	-90.287772
450078738	29510	38.613504	-90.24298
450069716	29099	38.3689360	-90.3910394
450154982	29510	38.604838	-90.225515
450144512	29189	38.68176	-90.29751
450152912	29189	38.512067	-90.492866
450127418	29189	38.469374	-90.397913
450139272	29189	38.504258	-90.309668
450060766	29189	38.7172818	-90.2849145
450129273	29189	38.645635	-90.550253
450051785	29189	38.6414779	-90.3344132
450051550	29510	38.6428809	-90.2546973
450145117	29189	38.780768	-90.292242
450126471	29189	38.782806	-90.24369
450140845	29189	38.512891	-90.316733
450066117	29189	38.6057119	-90.3905039
450144786	29189	38.595078	-90.387394
