sp_id	latitude	longitude
507970422	38.5038929	-90.6269247
507917949	38.5826829	-90.2893648
508189693	38.7371229	-90.4163047
508192553	38.7948328	-90.3602648
508190457	38.7352378	-90.3977387
507911614	38.6009729	-90.2496148
507953022	38.4982429	-90.4630947
507970295	38.6632429	-90.6251647
507972996	38.4817929	-90.7781807
507941340	38.6387929	-90.3912848
508175894	38.8046529	-90.6624047
508203506	38.7603528	-90.2255548
507924990	38.6325029	-90.3279148
507942972	38.4381329	-90.3982248
508203349	38.8134928	-90.2304048
507964639	38.6062379	-90.5648527
507911377	38.5755429	-90.2488848
508189499	38.7166749	-90.4195607
505785634	38.5860929	-89.9256149
507967336	38.6259929	-90.5763047
508192143	38.7078029	-90.3719048
507916209	38.6509729	-90.2772048
507975925	38.4472279	-91.0064346
507953446	38.6643929	-90.4571347
507926485	38.6598529	-90.3306948
508173426	38.7207929	-90.7206347
507936417	38.4857229	-90.3683448
507940148	38.2196329	-90.3871548
507956645	38.5985769	-90.4898527
507914607	38.6034629	-90.2631948
508192876	38.7076229	-90.3691648
507944623	38.6739529	-90.4024948
507905647	38.6431269	-90.2037888
507928029	38.6497829	-90.3372148
507952727	38.5409869	-90.4579927
508204220	38.7474428	-90.2181048
507966284	38.6300829	-90.5661647
508178401	38.7710929	-90.6248747
507963243	38.6265529	-90.5471747
507954000	38.4993829	-90.4709647
507918914	38.5714529	-90.2962748
507929336	38.5681229	-90.3390748
507961206	38.6552129	-90.5252047
507925673	38.6484579	-90.3337268
508191605	38.8042828	-90.3704647
507949745	38.5127199	-90.4413198
507512653	36.7930572	-90.4391019
507931035	38.6362137	-90.3456550
508184515	38.7771728	-90.4890287
507961282	38.6632529	-90.5194047
507930177	38.6844229	-90.3441348
507967692	38.6028779	-90.5893397
507943649	38.2094569	-90.4030708
508179367	38.7597029	-90.6063647
507946304	38.5570529	-90.4110048
507969276	38.5920329	-90.6143347
507912841	38.6381819	-90.2631768
508192896	38.6976429	-90.3620448
507916309	38.5665229	-90.2776448
507912892	38.6346129	-90.2631618
507932671	38.5656179	-90.3539808
507950622	38.6887329	-90.4419247
507918789	38.5944029	-90.2975348
507961059	38.5676029	-90.5267947
507966844	38.6048099	-90.5843787
507948602	38.6820429	-90.4303247
507914159	38.6098929	-90.2673848
500305596	33.3723263	-117.4190138
508175727	38.7001429	-90.6785327
507977893	38.2193850	-91.1535596
511928843	41.2653227	-95.9493430
507947452	38.6530729	-90.4183147
508180263	38.8020028	-90.5849747
508182213	38.7886628	-90.5531747
505790494	38.6555228	-89.9968749
507965143	38.5665129	-90.5652947
507911329	38.5629529	-90.2502248
508200059	38.7030728	-90.2810248
507958163	38.6317729	-90.5016247
507930208	38.6364329	-90.3444648
508186560	38.7655038	-90.4617917
507922621	38.6112429	-90.3119148
508180453	38.7925628	-90.5850147
507946735	38.6732389	-90.4174627
507971368	38.5102829	-90.6351847
508189910	38.7326729	-90.4184647
507957255	38.4995429	-90.4909647
507956218	38.5313929	-90.4793747
516137072	32.9695442	-97.2800133
508186593	38.7770358	-90.4647307
507918986	38.6556729	-90.2986548
506265278	41.7005921	-86.8869055
508171248	38.7807829	-90.7848046
507909265	38.6349629	-90.2374448
507917389	38.5212629	-90.2863448
508198235	38.7504028	-90.3011448
507954334	38.5816929	-90.4635847
507953612	38.6835529	-90.4608747
507936537	38.6653129	-90.3687448
508194489	38.8107428	-90.3423648
507954554	38.6763329	-90.4691347
507951749	38.5154879	-90.4510928
508188797	38.7028838	-90.4334541
507950244	38.5795829	-90.4405047
507969642	38.6660699	-90.6243387
507963135	38.5663329	-90.5457747
508198631	38.7497028	-90.2896048
508171465	38.8375629	-90.7614046
507940168	38.2241729	-90.3852748
508180486	38.7926428	-90.5860147
508183579	38.7858298	-90.5196087
501657998	34.1353351	-117.9554789
508178187	38.7948629	-90.6177547
507958289	38.5317929	-90.4960647
508199493	38.7791308	-90.2764948
500686536	33.5696529	-112.1088570
508194721	38.8208328	-90.3412248
508193542	38.8086428	-90.3559348
507959936	38.6459939	-90.5129307
507914238	38.5486029	-90.2662048
507942519	38.4734729	-90.3951248
507941867	38.5563939	-90.3947688
507936973	38.6746559	-90.3748537
507920887	38.5982329	-90.3093248
508191830	38.7889928	-90.3811847
507923598	38.6148129	-90.3166648
505785150	38.5903949	-89.9306079
508188125	38.7171129	-90.4450147
507958195	38.5100329	-90.4994147
513023983	35.5037038	-97.5338031
507920483	38.6591029	-90.3033548
508179678	38.7486899	-90.5855737
508196685	38.8020335	-90.3122047
508202463	38.8080628	-90.2400548
508185363	38.7641428	-90.4997247
507956544	38.6884829	-90.4823947
508196418	38.7645528	-90.3264448
508199793	38.7838828	-90.2776648
507916357	38.5743229	-90.2791448
507964143	38.4401029	-90.5585747
507905480	38.6426029	-90.1974048
508177483	38.7903029	-90.6378947
508196592	38.8003898	-90.3122268
507974485	38.6753429	-90.8135346
507945785	38.6330709	-90.4099138
507907649	38.6705529	-90.2154748
507947801	38.6013499	-90.4329907
508198860	38.7734928	-90.2936748
507974503	38.6313229	-90.8058546
507934697	38.5641249	-90.3629938
508197314	38.7449928	-90.3143548
507949192	38.6025629	-90.4363147
507967156	38.6525729	-90.5787547
507908297	38.6130629	-90.2243948
507928491	38.4260629	-90.3363048
507913210	38.6511829	-90.2622148
507915143	38.6630729	-90.2754148
508178133	38.7912629	-90.6241647
507970653	38.6693369	-90.6410677
508199526	38.8161438	-90.2799698
508179509	38.7766929	-90.6068147
507941513	38.6727229	-90.3889948
508198891	38.8273828	-90.2923148
511913994	41.2161908	-96.0591319
508192920	38.7029629	-90.3623248
507922634	38.6680929	-90.3112348
507976556	38.5324919	-91.0037076
508190559	38.6918689	-90.3934088
507928136	38.6506829	-90.3372248
507920549	38.6007429	-90.3040048
507910069	38.6311029	-90.2447948
507969772	38.5814249	-90.6273957
508193080	38.7225329	-90.3677248
508193345	38.7782128	-90.3455458
507922517	38.6723829	-90.3097448
507937538	38.6688829	-90.3713648
507962172	38.6715829	-90.5368347
507937323	38.5390429	-90.3735048
508197983	38.8368928	-90.2981748
505786143	38.5974109	-89.9620819
507904138	38.6281029	-90.1922148
508196686	38.8020335	-90.3122047
507909734	38.5966529	-90.2337948
508192204	38.7048329	-90.3721648
507931556	38.6584729	-90.3437848
507945483	38.6458629	-90.4090948
505806310	38.8501528	-90.0785848
508184289	38.7548829	-90.5209047
507920442	38.6573429	-90.3011148
505798049	38.5134429	-90.2084648
508177546	38.7852329	-90.6432947
500228968	32.7046852	-117.0973891
508175341	38.7666029	-90.6974047
507922790	38.6133389	-90.3173348
508188720	38.6991139	-90.4298387
508196566	38.8012498	-90.3160178
507971027	38.6437029	-90.6344247
508196500	38.7657328	-90.3241448
508191995	38.7135929	-90.3829348
507929966	38.6540429	-90.3395548
511430586	40.7540617	-73.9734796
507954922	38.5826729	-90.4726847
508200873	38.7441828	-90.2714948
507908094	38.6372629	-90.2275648
507943034	38.2123229	-90.3997248
511025008	40.3271818	-74.0747196
507924958	38.6273229	-90.3256448
508187176	38.7335229	-90.4611347
507953936	38.5962429	-90.4715447
508176144	38.7639929	-90.6575147
508199557	38.7494588	-90.2802678
507916994	38.6689729	-90.2875448
507918556	38.6217529	-90.2935848
507937226	38.5958829	-90.3717048
500262847	32.7167652	-117.1687091
505789069	38.5929019	-89.9896589
507925495	38.6666129	-90.3241648
508189763	38.7502028	-90.4269847
505780070	38.6076388	-89.5288420
505795121	38.3450579	-90.1502968
507959873	38.6412069	-90.5141887
508190581	38.7761638	-90.3880047
507951828	38.5812369	-90.4494997
507963374	38.6496829	-90.5403947
507932975	38.5770929	-90.3549348
508185234	38.7749628	-90.4909147
507929437	38.4932229	-90.3389048
508180361	38.7883929	-90.5975747
507973701	38.4864679	-90.8208226
508194798	38.7122629	-90.3457448
507903370	38.6331669	-90.1870938
507965452	38.6489429	-90.5604147
508199791	38.8070328	-90.2867748
507904668	38.6603029	-90.1893148
507922241	38.4383029	-90.3099948
508027714	39.1034321	-96.8165580
507947413	38.6310029	-90.4237347
508191042	38.7176929	-90.4073047
507935205	38.6343429	-90.3624048
508191308	38.7727708	-90.3746997
508185569	38.7809018	-90.4815957
508192928	38.7076229	-90.3691648
508198144	38.6926429	-90.3069748
506796939	42.0324431	-87.9469091
507924913	38.6477729	-90.3271848
507966754	38.1478110	-90.5788717
507949171	38.5757629	-90.4357847
507908343	38.6084729	-90.2243948
505795458	38.5556429	-90.1385348
507925787	38.6475479	-90.3343298
507945093	38.6029129	-90.4092348
